Company Name,Geography,Geography Code,Sector,CA100 Focus Company,Large/Medium Classification,ISINs,SEDOL,Publication Date,Assessment Date,Region,Carbon Performance Regional Alignment 2025,Carbon Performance Regional Alignment 2027,Carbon Performance Regional Alignment 2028,Carbon Performance Regional Alignment 2035,Carbon Performance Regional Alignment 2050,Regional Benchmark ID,Years with targets,History to Projection cutoff year,CP Unit,Assumptions,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Pinnacle West Capital,United States of America,USA,Electricity Utilities,No,medium,US7234841010,2048804,01/11/2021,05/08/2021,North-America,Not Aligned,,,Not Aligned,National Pledges,North-America_Electricity Utilities_01/04/2022,,2020,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has set a target to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI assumes that the company’s electricity generation grows according to the national or regional electricity generation growth rate projected in the IEA’s 2020 World Energy Outlook’s Stated Policies Scenario (STEPS).",0.543794245,0.553051612,0.539107737,0.405057427,0.431516677,0.473,0.458,0.417758232,0.408828749,0.399899266,0.390969783,0.382040301,0.373110818,0.364181335,0.355251852,0.346322369,0.337392886,0.328463403,0.319533921,0.310604438,0.293348636,0.276092833,0.258837031,0.241581229,0.224325427,0.207069625,0.189813823,0.172558021,0.155302219,0.138046417,0.120790615,0.103534813,0.08627901,0.069023208,0.051767406,0.034511604,0.017255802,0.0
Portland General Electric,United States of America,USA,Electricity Utilities,No,small,US7365088472,B125XQ6,01/11/2023,04/07/2023,North-America,Not Aligned,,,National Pledges,Below 2 Degrees,North-America_Electricity Utilities_01/04/2022,2040,2022,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has set additional targets to reduce its emissions intensity, but they could not be included in this assessment because they were inconsistent with TPI’s methodology. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,,0.44,0.44,0.46,0.44,0.41,0.42,0.396666667,0.373333333,0.35,0.326666667,0.303333333,0.28,0.256666667,0.233333333,0.21,0.186666667,0.163333333,0.14,0.116666667,0.093333333,0.07,0.046666667,0.023333333,0.0,,,,,,,,,,
Portland General Electric,United States of America,USA,Electricity Utilities,No,small,US7365088472,B125XQ6,01/09/2022,22/07/2022,North-America,Not Aligned,,,National Pledges,Below 2 Degrees,North-America_Electricity Utilities_01/04/2022,2040,2021,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has set additional targets to reduce its emissions intensity, but they could not be included in this assessment because they were inconsistent with TPI's methodology. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,,0.44,0.44,0.46,0.44,0.41,0.39,0.37,0.35,0.32,0.3,0.28,0.26,0.24,0.22,0.19,0.17,0.15,0.13,0.11,0.09,0.06,0.04,0.02,0.0,,,,,,,,,,
Portland General Electric,United States of America,USA,Electricity Utilities,No,small,US7365088472,B125XQ6,01/11/2021,05/08/2021,North-America,Not Aligned,,,Not Aligned,Not Aligned,North-America_Electricity Utilities_01/04/2022,,2019,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),The company discloses an emissions target that is inconsistent with TPI’s methodology for this sector.,,,,,0.44,0.44,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power Assets,Hong Kong,HKG,Electricity Utilities,Yes,large,HK0006000050,6435327,01/10/2024,09/06/2024,OECD,,Not Aligned,,Not Aligned,National Pledges,OECD_Electricity Utilities_01/05/2024,2035;2050,2023,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has set targets to reduce its absolute emissions. To calculate the company’s targeted absolute emissions reduction on an intensity basis, TPI assumes that the company’s electricity generation grows according to the regional electricity generation growth rate projected in the IEA’s 2023 World Energy Outlook’s Stated Policies Scenario (STEPS). TPI has not made any further assumptions in order to project this company’s Carbon Performance. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,,,0.737870098,0.712241375,0.719676516,0.791294618,0.834559874,0.803482405,0.751298335,0.699114265,0.646930195,0.594746125,0.542562055,0.490377985,0.438193916,0.386009846,0.333825776,0.281641706,0.229457636,0.177273566,0.165455328,0.153637091,0.141818853,0.130000615,0.118182377,0.10636414,0.094545902,0.082727664,0.070909426,0.059091189,0.047272951,0.035454713,0.023636475,0.011818238,0.0
Power Assets,Hong Kong,HKG,Electricity Utilities,Yes,large,HK0006000050,6435327,01/11/2023,04/07/2023,OECD,Not Aligned,,,Not Aligned,Not Aligned,OECD_Electricity Utilities_01/04/2022,2035,2020,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has set targets to reduce its absolute emissions. To calculate the company’s targeted absolute emissions reduction on an intensity basis, TPI assumes that the company’s electricity generation grows according to the regional electricity generation growth rate projected in the IEA’s 2020 World Energy Outlook’s Stated Policies Scenario (STEPS). TPI has not made any further assumptions in order to project this company’s Carbon Performance. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,,,0.737870098,0.712241375,0.72,0.686466667,0.652933333,0.6194,0.585866667,0.552333333,0.5188,0.485266667,0.451733333,0.4182,0.384666667,0.351133333,0.3176,0.284066667,0.250533333,0.217,,,,,,,,,,,,,,,
Power Assets,Hong Kong,HKG,Electricity Utilities,Yes,large,HK0006000050,6435327,01/09/2022,22/07/2022,OECD,Not Aligned,,,Not Aligned,Not Aligned,OECD_Electricity Utilities_01/04/2022,,2020,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has not disclosed sufficient data on current emissions, or any quantitative targets to reduce its emissions, which TPI can use to estimate current or future Carbon Performance. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,,,0.74,0.71,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power Assets,Hong Kong,HKG,Electricity Utilities,Yes,large,HK0006000050,6435327,01/11/2021,05/08/2021,OECD,No or unsuitable disclosure,,,No or unsuitable disclosure,No or unsuitable disclosure,OECD_Electricity Utilities_01/04/2022,,,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has not disclosed sufficient data on current emissions, or any quantitative targets to reduce its emissions, which TPI can use to estimate current or future Carbon Performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power Grid Corp of India,India,IND,Electricity Utilities,No,large,INE752E01010,B233HS6,01/09/2024,06/08/2024,non-OECD,,Not Assessed,,Not Assessed,Not Assessed,non-OECD_Electricity Utilities_01/05/2024,,,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company’s activities lie outside the scope of TPI’s Carbon Performance assessment of this sector, hence the company is not assessed. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power Grid Corp of India,India,IND,Electricity Utilities,No,large,INE752E01010,B233HS6,01/11/2023,04/07/2023,non-OECD,Not Assessed,,,Not Assessed,Not Assessed,non-OECD_Electricity Utilities_01/04/2022,,,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company’s activities lie outside the scope of TPI’s Carbon Performance assessment of this sector, hence the company is not assessed. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power Grid Corp of India,India,IND,Electricity Utilities,No,large,INE752E01010,B233HS6,01/09/2022,22/07/2022,non-OECD,Not Assessed,,,Not Assessed,Not Assessed,non-OECD_Electricity Utilities_01/04/2022,,,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company's activities lie outside the scope of TPI's Carbon Performance assessment of this sector, hence the company is not assessed. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power Grid Corp of India,India,IND,Electricity Utilities,No,large,INE752E01010,B233HS6,01/11/2021,05/08/2021,non-OECD,Not Assessed,,,Not Assessed,Not Assessed,non-OECD_Electricity Utilities_01/04/2022,,,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company’s activities lie outside the scope of TPI’s Carbon Performance assessment of this sector, hence the company is not assessed.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Service Enterprise Group,United States of America,USA,Electricity Utilities,No,large,US7445731067,2707677,01/09/2024,06/08/2024,North-America,,1.5 Degrees,,1.5 Degrees,1.5 Degrees,North-America_Electricity Utilities_01/05/2024,2030,2022,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"TPI has not made any further assumptions in order to project this company’s Carbon Performance. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,0.23,0.21,0.22,0.22,0.16,0.17,0.04,0.03,0.03,0.02,0.02,0.01,0.01,0.0,0.0,,,,,,,,,,,,,,,,,,,,
Public Service Enterprise Group,United States of America,USA,Electricity Utilities,No,large,US7445731067,2707677,01/11/2023,04/07/2023,North-America,1.5 Degrees,,,1.5 Degrees,1.5 Degrees,North-America_Electricity Utilities_01/04/2022,2030,2022,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"TPI has not made any further assumptions in order to project this company’s Carbon Performance. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,0.230425198,0.212735075,0.224074897,0.217271004,0.164654226,0.171911713,0.038101804,0.033339079,0.028576353,0.023813628,0.019050902,0.014288177,0.009525451,0.004762726,0.0,,,,,,,,,,,,,,,,,,,,
Public Service Enterprise Group,United States of America,USA,Electricity Utilities,No,large,US7445731067,2707677,01/09/2022,22/07/2022,North-America,1.5 Degrees,,,1.5 Degrees,1.5 Degrees,North-America_Electricity Utilities_01/04/2022,2030,2020,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"TPI has not made any further assumptions in order to project this company's Carbon Performance. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,0.23,0.21,0.22,0.22,0.16,0.15,0.13,0.12,0.1,0.08,0.07,0.05,0.03,0.02,0.0,,,,,,,,,,,,,,,,,,,,
Public Service Enterprise Group,United States of America,USA,Electricity Utilities,No,large,US7445731067,2707677,01/11/2021,05/08/2021,North-America,1.5 Degrees,,,1.5 Degrees,1.5 Degrees,North-America_Electricity Utilities_01/04/2022,2030,2019,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),TPI has not made any further assumptions in order to project this company’s Carbon Performance.,,,,0.230425198,0.212735075,0.224074897,0.217271004,0.197519094,0.177767185,0.158015275,0.138263366,0.118511457,0.098759547,0.079007638,0.059255728,0.039503819,0.019751909,0.0,,,,,,,,,,,,,,,,,,,,
RWE,Germany,DEU,Electricity Utilities,Yes,large,DE0007037129;DE0007037145,4768962;4769147,01/10/2024,09/06/2024,Europe,,Not Aligned,,Not Aligned,Below 2 Degrees,Europe_Electricity Utilities_01/05/2024,2030;2040,2023,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"TPI has not made any further assumptions in order to project this company’s Carbon Performance. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",0.759853346,0.751800288,0.715023474,0.71263304,0.677322677,0.684,0.598563969,0.497167139,0.540422886,0.529356991,0.462602447,0.420810806,0.379019164,0.337227522,0.295435881,0.253644239,0.211852597,0.170060956,0.15305486,0.136048765,0.119042669,0.102036573,0.085030478,0.068024382,0.051018287,0.034012191,0.017006096,0.0,,,,,,,,,,
RWE,Germany,DEU,Electricity Utilities,Yes,large,DE0007037129;DE0007037145,4768962;4769147,01/11/2023,04/07/2023,Europe,Not Aligned,,,Not Aligned,Below 2 Degrees,Europe_Electricity Utilities_01/04/2022,2025;2030;2040,2022,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"TPI has not made any further assumptions in order to project this company’s Carbon Performance.  When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",0.759853346,0.751800288,0.715023474,0.71263304,0.677322677,0.684,0.598563969,0.497167139,0.540422886,0.571450438,0.523661784,0.475873129,0.428084475,0.401109289,0.374134103,0.347158917,0.32018373,0.293208544,0.26388769,0.234566836,0.205245981,0.175925127,0.146604272,0.117283418,0.087962563,0.058641709,0.029320854,0.0,,,,,,,,,,
RWE,Germany,DEU,Electricity Utilities,Yes,large,DE0007037129;DE0007037145,4768962;4769147,01/09/2022,22/07/2022,Europe,Not Aligned,"",,Not Aligned,Below 2 Degrees,Europe_Electricity Utilities_01/04/2022,2025;2030;2040,2021,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"TPI has not made any further assumptions in calculate this company's Carbon Performance. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,0.75,0.72,0.71,0.68,0.68,0.59,0.5,0.54,0.51,0.48,0.46,0.43,0.4,0.37,0.35,0.32,0.29,0.26,0.23,0.21,0.18,0.15,0.12,0.09,0.06,0.03,0.0,,,,,,,,,,
RWE,Germany,DEU,Electricity Utilities,Yes,large,DE0007037129;DE0007037145,4768962;4769147,01/11/2021,05/08/2021,Europe,Not Aligned,,,Not Aligned,Below 2 Degrees,Europe_Electricity Utilities_01/04/2022,2030;2040,2020,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),TPI has not made any further assumptions in calculate this company’s Carbon Performance.,0.751,0.745,0.715,0.713,0.677,0.684,0.599,0.47,0.452320854,0.434641709,0.416962563,0.399283418,0.381604272,0.363925127,0.346245981,0.328566836,0.31088769,0.293208544,0.26388769,0.234566836,0.205245981,0.175925127,0.146604272,0.117283418,0.087962563,0.058641709,0.029320854,0.0,,,,,,,,,,
Red Electrica,Spain,ESP,Electricity Utilities,No,medium,ES0173093024,BD6FXN3,01/09/2024,06/08/2024,Europe,,Not Assessed,,Not Assessed,Not Assessed,Europe_Electricity Utilities_01/05/2024,,,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company’s activities lie outside the scope of TPI’s Carbon Performance assessment of this sector, hence the company is not assessed.  When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Red Electrica,Spain,ESP,Electricity Utilities,No,medium,ES0173093024,BD6FXN3,01/11/2023,04/07/2023,Europe,Not Assessed,,,Not Assessed,Not Assessed,Europe_Electricity Utilities_01/04/2022,,,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company’s activities lie outside the scope of TPI’s Carbon Performance assessment of this sector, hence the company is not assessed. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Red Electrica,Spain,ESP,Electricity Utilities,No,medium,ES0173093024,BD6FXN3,01/09/2022,22/07/2022,Europe,Not Assessed,,,Not Assessed,Not Assessed,Europe_Electricity Utilities_01/04/2022,,,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company's activities lie outside the scope of TPI's Carbon Performance assessment of this sector, hence the company is not assessed. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Red Electrica,Spain,ESP,Electricity Utilities,No,medium,ES0173093024,BD6FXN3,01/11/2021,05/08/2021,Europe,Not Assessed,,,Not Assessed,Not Assessed,Europe_Electricity Utilities_01/04/2022,,,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company’s activities lie outside the scope of TPI’s Carbon Performance assessment of this sector, hence the company is not assessed.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSE,United Kingdom,GBR,Electricity Utilities,Yes,large,GB0007908733,790873,01/10/2024,09/06/2024,Europe,,Below 2 Degrees,,Below 2 Degrees,Below 2 Degrees,Europe_Electricity Utilities_01/05/2024,2030;2040,2022,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"TPI has not made any further assumptions in order to project this company’s Carbon Performance. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",0.576,0.474,0.397,0.302,0.305,0.284,0.29,0.256,0.259,0.254,0.229925,0.20585,0.181775,0.1577,0.133625,0.10955,0.085475,0.0614,0.05526,0.04912,0.04298,0.03684,0.0307,0.02456,0.01842,0.01228,0.00614,0.0,,,,,,,,,,
SSE,United Kingdom,GBR,Electricity Utilities,Yes,large,GB0007908733,790873,01/11/2023,04/07/2023,Europe,National Pledges,,,Below 2 Degrees,Below 2 Degrees,Europe_Electricity Utilities_01/04/2022,2030;2040,2021,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"TPI has not made any further assumptions in order to project this company’s Carbon Performance.  When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",0.576,0.474,0.397,0.302,0.305,0.284,0.29,0.256,0.259,0.237044444,0.215088889,0.193133333,0.171177778,0.149222222,0.127266667,0.105311111,0.083355556,0.0614,0.05526,0.04912,0.04298,0.03684,0.0307,0.02456,0.01842,0.01228,0.00614,0.0,,,,,,,,,,
SSE,United Kingdom,GBR,Electricity Utilities,Yes,large,GB0007908733,790873,01/09/2022,22/07/2022,Europe,National Pledges,,,Below 2 Degrees,Below 2 Degrees,Europe_Electricity Utilities_01/04/2022,2030;2040,2020,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"TPI has not made any further assumptions in calculate this company's Carbon Performance. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,0.47,0.4,0.3,0.31,0.28,0.29,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.06,0.05,0.04,0.04,0.03,0.02,0.02,0.01,0.01,0.0,,,,,,,,,,
SSE,United Kingdom,GBR,Electricity Utilities,Yes,large,GB0007908733,790873,01/11/2021,05/08/2021,Europe,Not Aligned,,,National Pledges,National Pledges,Europe_Electricity Utilities_01/04/2022,2030;2050,2020,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),TPI has not made any further assumptions in calculate this company’s Carbon Performance.,0.576,0.474,0.397,0.302,0.305,0.284,0.288,0.255,0.2417,0.2284,0.2151,0.2018,0.1885,0.1752,0.1619,0.1486,0.1353,0.122,0.1159,0.1098,0.1037,0.0976,0.0915,0.0854,0.0793,0.0732,0.0671,0.061,0.0549,0.0488,0.0427,0.0366,0.0305,0.0244,0.0183,0.0122,0.0061,0.0
Saudi Electricity,Saudi Arabia,SAU,Electricity Utilities,No,large,SA0007879550,B132NM2,01/09/2024,06/08/2024,non-OECD,,Not Aligned,,Not Aligned,Not Aligned,non-OECD_Electricity Utilities_01/05/2024,,2022,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has not disclosed quantitative targets to reduce its emissions, which TPI can use to estimate future Carbon Performance.  When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,0.71,0.67,0.64,0.65,0.65,0.66,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Electricity,Saudi Arabia,SAU,Electricity Utilities,No,large,SA0007879550,B132NM2,01/11/2023,04/07/2023,non-OECD,Not Aligned,,,Not Aligned,Not Aligned,non-OECD_Electricity Utilities_01/04/2022,,2021,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has set one or more targets to reduce its emissions intensity, but they could not be included in this assessment because they were inconsistent with TPI’s methodology. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,0.705319063,0.667443841,0.638797524,0.651208192,0.649871815,0.664030188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Electricity,Saudi Arabia,SAU,Electricity Utilities,No,large,SA0007879550,B132NM2,01/09/2022,22/07/2022,non-OECD,Not Aligned,,,Not Aligned,Not Aligned,non-OECD_Electricity Utilities_01/04/2022,,2020,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company discloses an emissions target that is inconsistent with TPI’s methodology for this sector. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,0.71,0.67,0.64,0.65,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Electricity,Saudi Arabia,SAU,Electricity Utilities,No,large,SA0007879550,B132NM2,01/11/2021,05/08/2021,non-OECD,Not Aligned,,,Not Aligned,Not Aligned,non-OECD_Electricity Utilities_01/04/2022,,2019,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),The company discloses an emissions target that is inconsistent with TPI’s methodology for this sector.,,,,0.693,0.659,0.636,0.647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sempra Energy,United States of America,USA,Electricity Utilities,No,large,US8168511090,2138158,01/09/2024,06/08/2024,North-America,,National Pledges,,National Pledges,National Pledges,North-America_Electricity Utilities_01/05/2024,2030;2050,2022,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has set a target to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI has assumed that the company’s electricity generation grows according to the national or regional electricity generation growth rate projected in the IEA’s 2023 World Energy Outlook’s Stated Policies Scenario (STEPS).  When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",0.32,0.31,0.29,0.24,0.21,0.22,0.34,0.32,0.29,0.3,0.28,0.25,0.23,0.21,0.19,0.17,0.15,0.12,0.12,0.11,0.1,0.1,0.09,0.09,0.08,0.07,0.07,0.06,0.06,0.05,0.04,0.04,0.03,0.02,0.02,0.01,0.01,0.0
Sempra Energy,United States of America,USA,Electricity Utilities,No,large,US8168511090,2138158,01/11/2023,04/07/2023,North-America,Not Aligned,,,National Pledges,National Pledges,North-America_Electricity Utilities_01/04/2022,2050,2021,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"TPI has not made any further assumptions in calculate this company’s Carbon Performance. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",0.321,0.314792848,0.294381208,0.241310944,0.208198728,0.21772416,0.342008368,0.316,0.292,0.281931034,0.271862069,0.261793103,0.251724138,0.241655172,0.231586207,0.221517241,0.211448276,0.20137931,0.191310345,0.181241379,0.171172414,0.161103448,0.151034483,0.140965517,0.130896552,0.120827586,0.110758621,0.100689655,0.09062069,0.080551724,0.070482759,0.060413793,0.050344828,0.040275862,0.030206897,0.020137931,0.010068966,0.0
Sempra Energy,United States of America,USA,Electricity Utilities,No,large,US8168511090,2138158,01/09/2022,22/07/2022,North-America,Not Aligned,,,National Pledges,National Pledges,North-America_Electricity Utilities_01/04/2022,2050,2020,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"TPI has not made any further assumptions in calculate this company's Carbon Performance. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,0.31,0.29,0.24,0.21,0.22,0.34,0.32,0.31,0.29,0.28,0.27,0.26,0.25,0.24,0.23,0.22,0.21,0.2,0.19,0.18,0.17,0.16,0.15,0.14,0.13,0.12,0.11,0.09,0.08,0.07,0.06,0.05,0.04,0.03,0.02,0.01,0.0
Sempra Energy,United States of America,USA,Electricity Utilities,No,large,US8168511090,2138158,01/11/2021,05/08/2021,North-America,Not Aligned,,,National Pledges,National Pledges,North-America_Electricity Utilities_01/04/2022,2050,2019,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),TPI has not made any further assumptions in calculate this company’s Carbon Performance.,0.321,0.314792848,0.294381208,0.241310944,0.208198728,0.21772416,0.342008368,0.33097584,0.319943312,0.308910784,0.297878256,0.286845728,0.2758132,0.264780672,0.253748144,0.242715616,0.231683088,0.22065056,0.209618032,0.198585504,0.187552976,0.176520448,0.16548792,0.154455392,0.143422864,0.132390336,0.121357808,0.11032528,0.099292752,0.088260224,0.077227696,0.066195168,0.05516264,0.044130112,0.033097584,0.022065056,0.011032528,0.0
Southern Company,United States of America,USA,Electricity Utilities,Yes,large,US8425871071,2829601,01/10/2024,09/06/2024,North-America,,Not Aligned,,Not Aligned,National Pledges,North-America_Electricity Utilities_01/05/2024,2030;2050,2023,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has set targets to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI assumes that the company’s electricity generation grows according to the national or regional electricity generation growth rate projected in the IEA’s 2023 World Energy Outlook’s Stated Policies Scenario (STEPS). When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",0.577,0.59,0.544,0.525259536,0.509837408,0.48987936,0.445880936,0.401882512,0.422747744,0.425469296,0.399,0.398284867,0.397569735,0.396854602,0.396139469,0.395424336,0.394709204,0.393994071,0.374294368,0.354594664,0.33489496,0.315195257,0.295495553,0.27579585,0.256096146,0.236396443,0.216696739,0.196997036,0.177297332,0.157597628,0.137897925,0.118198221,0.098498518,0.078798814,0.059099111,0.039399407,0.019699704,0.0
Southern Company,United States of America,USA,Electricity Utilities,Yes,large,US8425871071,2829601,01/11/2023,04/07/2023,North-America,Not Aligned,,,Not Aligned,National Pledges,North-America_Electricity Utilities_01/04/2022,2030;2050,2022,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has set a target to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI assumes that the company’s electricity generation grows according to the national or regional electricity generation growth rate projected in the IEA’s 2020 World Energy Outlook’s Stated Policies Scenario (STEPS). When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",0.577,0.59,0.544,0.525259536,0.509837408,0.48987936,0.445880936,0.401882512,0.422747744,0.425469296,0.422933129,0.420396962,0.417860796,0.415324629,0.412788462,0.410252295,0.407716128,0.405179962,0.384920964,0.364661965,0.344402967,0.324143969,0.303884971,0.283625973,0.263366975,0.243107977,0.222848979,0.202589981,0.182330983,0.162071985,0.141812987,0.121553988,0.10129499,0.081035992,0.060776994,0.040517996,0.020258998,0.0
Southern Company,United States of America,USA,Electricity Utilities,Yes,large,US8425871071,2829601,01/09/2022,22/07/2022,North-America,Not Aligned,,,Not Aligned,National Pledges,North-America_Electricity Utilities_01/04/2022,2030;2050,2020,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has set a target to reduce its absolute emissions. To calculate this company's targeted emissions intensity, TPI assumes that the company's electricity generation grows according to the national or regional electricity generation growth rate projected in the IEA's 2020 World Energy Outlook's Stated Policies Scenario (STEPS). When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,0.59,0.54,0.53,0.51,0.49,0.45,0.4,0.41,0.41,0.41,0.41,0.42,0.42,0.42,0.43,0.43,0.43,0.41,0.39,0.37,0.35,0.33,0.3,0.28,0.26,0.24,0.22,0.2,0.17,0.15,0.13,0.11,0.09,0.07,0.04,0.02,0.0
